Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A846658,*Marvin Gaye,11/27/2021 13:19,21-Nov,3/19/2021,Transfer,Partner,Dog,Intact Male,8 months,Chihuahua Shorthair Mix,Black/Tan
A846659,Diamond,12/10/2021 13:11,21-Dec,11/18/2019,Transfer,In State,Dog,Intact Female,2 years,Border Collie Mix,Black/White
A846660,Zara,1/29/2022 14:24,22-Jan,11/18/2019,Adoption,,Dog,Neutered Male,2 years,Border Collie/Labrador Retriever,Black/White
A846661,Kendra,12/19/2021 12:45,21-Dec,4/18/2009,Adoption,,Cat,Spayed Female,12 years,Domestic Shorthair Mix,White
A846662,Kippy,11/24/2021 13:04,21-Nov,11/18/2019,Return to Owner,,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White
A846663,Daisy Duke,11/24/2021 13:04,21-Nov,11/18/2019,Return to Owner,,Dog,Intact Female,2 years,Chihuahua Shorthair,White/Black
A846664,Phoebe,11/23/2021 14:41,21-Nov,10/18/2020,Adoption,,Cat,Neutered Male,1 year,Siamese,Blue Point
A846674,*Orlagh,1/22/2022 14:46,22-Jan,10/4/2021,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Orange Tabby
A846675,*Toby,2/5/2022 14:36,22-Feb,11/19/2017,Adoption,,Dog,Neutered Male,4 years,Jack Russell Terrier Mix,Brown/White
A846677,*Tommy Chicago,12/14/2021 16:58,21-Dec,9/11/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby
A846678,A846678,12/23/2021 12:22,21-Dec,10/19/2021,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue/White
A846679,,11/21/2021 9:14,21-Nov,11/19/2020,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon,Brown/Gray
A846680,Amaya,12/29/2021 17:19,21-Dec,11/19/2019,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Brown
A846681,Ladybugg,11/23/2021 16:27,21-Nov,11/9/2009,Return to Owner,,Dog,Spayed Female,12 years,Australian Shepherd Mix,White/Tan
A846682,Zeus,12/29/2021 15:45,21-Dec,11/19/2019,Adoption,,Dog,Neutered Male,2 years,Bulldog/Boxer,Blue/White
A846682,Zeus,8/20/2022 18:58,22-Aug,11/19/2019,Return to Owner,,Dog,Neutered Male,2 years,Bulldog/Boxer,Blue/White
A846683,Violet,1/6/2022 18:18,22-Jan,11/19/2018,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair,Brown Tabby
A846689,Coco Chanel,11/24/2021 17:13,21-Nov,8/19/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Blue Tabby
A846689,Coco Chanel,2/26/2022 17:23,22-Feb,8/19/2021,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair,Blue Tabby
A846690,Stormy,11/24/2021 17:46,21-Nov,8/19/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Blue Tabby
A846691,Cleopatra,11/24/2021 16:49,21-Nov,8/19/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Blue Tabby/White
A846692,,11/29/2021 16:47,21-Nov,8/19/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby/White
A846693,Gizzy,11/20/2021 10:16,21-Nov,5/28/2009,Return to Owner,,Dog,Neutered Male,12 years,Shih Tzu Mix,White
A846694,,11/23/2021 9:15,21-Nov,11/19/2019,Euthanasia,Rabies Risk,Other,Unknown,2 years,Bat,Brown
A846695,*Phoenix,1/21/2022 17:13,22-Jan,4/19/2021,Adoption,,Dog,Neutered Male,9 months,Siberian Husky Mix,Tan
A846695,*Phoenix,12/8/2021 13:52,21-Dec,4/19/2021,Adoption,,Dog,Neutered Male,7 months,Siberian Husky Mix,Tan
A846695,*Phoenix,12/11/2021 10:53,21-Dec,4/19/2021,Adoption,,Dog,Neutered Male,7 months,Siberian Husky Mix,Tan
A846698,A846698,11/19/2021 18:13,21-Nov,10/19/2021,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,White/Blue
A846700,Bailey,11/23/2021 17:05,21-Nov,11/19/2018,Adoption,,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Brown/White
A846701,Charlie,7/12/2022 17:03,22-Jul,2/19/2013,Adoption,Foster,Dog,Neutered Male,9 years,Labrador Retriever/Pit Bull,Chocolate/White
A846701,Charlie,5/18/2022 14:07,22-May,2/19/2013,Adoption,Foster,Dog,Neutered Male,9 years,Labrador Retriever/Pit Bull,Chocolate/White
A846703,*Roquefort,12/18/2021 13:09,21-Dec,10/4/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby
A846704,Quiggly,12/15/2021 10:43,21-Dec,10/4/2021,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby
A846704,Quiggly,12/21/2021 16:22,21-Dec,10/4/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Blue Tabby
A846705,*Brie,12/11/2021 12:20,21-Dec,10/4/2021,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Black/White
A846706,*Cheddar,12/30/2021 9:51,21-Dec,10/4/2021,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A846707,*Gouda,12/15/2021 10:41,21-Dec,10/4/2021,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue Tabby
A846712,Zultan,12/10/2021 9:54,21-Dec,11/19/2020,Adoption,,Dog,Neutered Male,1 year,German Shepherd Mix,Brown/Black
A846713,Oakley,11/23/2021 12:14,21-Nov,11/19/2020,Return to Owner,,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,White/Brown
A846714,Peter,11/29/2021 17:06,21-Nov,3/19/2021,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair,Black
A846718,A846718,11/29/2021 11:38,21-Nov,11/19/2019,Transfer,Partner,Dog,Intact Female,2 years,Australian Cattle Dog/Labrador Retriever,White/Brown
A846719,A846719,11/29/2021 11:37,21-Nov,11/19/2019,Transfer,Partner,Dog,Intact Female,2 years,Australian Cattle Dog/Labrador Retriever,White/Brown
A846725,Winston,11/20/2021 11:32,21-Nov,11/19/2019,Return to Owner,,Dog,Intact Male,2 years,German Shepherd Mix,Black/Brown
A846729,,11/20/2021 18:09,21-Nov,11/20/2018,Euthanasia,Suffering,Dog,Intact Male,3 years,Miniature Poodle Mix,Black
A846730,*Squirrel,12/14/2021 14:09,21-Dec,3/20/2021,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair,Torbie
A846732,Pearl Nox,11/29/2021 17:32,21-Nov,9/20/2021,Adoption,,Dog,Spayed Female,2 months,Border Collie Mix,Black
A846733,*Wilson,2/22/2022 15:38,22-Feb,11/20/2019,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby
A846734,846734,11/28/2021 13:05,21-Nov,11/20/2020,Died,In Kennel,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby
A846735,*Maxine,12/6/2021 13:23,21-Dec,11/20/2019,Transfer,Out State,Dog,Intact Female,2 years,Border Collie,Black/White
A846737,Ghost,12/6/2021 16:43,21-Dec,11/20/2020,Adoption,,Dog,Neutered Male,1 year,Alaskan Husky,White
A846738,,11/20/2021 12:42,21-Nov,11/20/2019,Euthanasia,Rabies Risk,Other,Unknown,2 years,Rat,Brown
A846744,*Fallon,11/29/2021 17:14,21-Nov,11/20/2019,Adoption,,Dog,Neutered Male,2 years,Border Collie Mix,Black/White
A846748,Lola,6/22/2022 17:08,22-Jun,11/20/2020,Adoption,,Dog,Spayed Female,1 year,Rottweiler,Black/Brown
A846752,*Foxy,7/23/2022 15:12,22-Jul,6/20/2021,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Tan
A846772,*Terrance,1/7/2022 14:12,22-Jan,10/20/2021,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair,Blue
A846775,A846775,12/31/2021 16:10,21-Dec,10/20/2021,Adoption,Foster,Cat,Neutered Male,2 months,Siamese Mix,Flame Point
A846777,A846777,12/21/2021 16:59,21-Dec,10/20/2021,Adoption,Foster,Dog,Spayed Female,2 months,Chihuahua Shorthair/Miniature Poodle,White/Cream
A846778,A846778,12/21/2021 16:33,21-Dec,10/20/2021,Adoption,Foster,Dog,Neutered Male,2 months,Chihuahua Shorthair/Miniature Poodle,White/Cream
A846787,386 Grams,11/20/2021 17:58,21-Nov,11/2/2021,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Medium Hair,Black Tabby
A846788,357 Grams,11/20/2021 17:58,21-Nov,11/2/2021,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Medium Hair,Black
A846789,322 Grams,11/20/2021 17:59,21-Nov,11/2/2021,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Medium Hair,Blue
A846807,A846807,11/24/2021 13:40,21-Nov,9/20/2021,Euthanasia,Suffering,Cat,Intact Male,2 months,Domestic Medium Hair,Black/White
A846811,A846811,11/21/2021 11:09,21-Nov,11/20/2019,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair,Blue Tabby
A846813,*Cheese,12/10/2021 13:12,21-Dec,11/23/2019,Transfer,Out State,Dog,Intact Male,2 years,Boxer Mix,Brown/White
A846814,*Pawsta,12/10/2021 13:11,21-Dec,6/14/2021,Transfer,Out State,Dog,Intact Male,5 months,Boxer Mix,Brown/White
A846820,Maxie,11/22/2021 14:12,21-Nov,11/22/2019,Return to Owner,,Dog,Intact Male,2 years,Cairn Terrier/Chihuahua Shorthair,Brown/White
A846827,*Wulfgang,3/16/2022 18:12,22-Mar,10/16/2021,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Black/White
A846828,Wulfric,1/18/2022 12:41,22-Jan,10/16/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White
A846829,*Wulfstan,3/16/2022 18:13,22-Mar,10/16/2021,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair,Black
A846832,,11/24/2021 12:31,21-Nov,9/6/2021,Transfer,Partner,Dog,Intact Male,2 months,Landseer,Black/White
A846842,,11/27/2021 13:20,21-Nov,11/21/2016,Transfer,Partner,Dog,Intact Male,5 years,Miniature Schnauzer,Gray
A846843,Kitt,12/18/2021 18:17,21-Dec,11/21/2018,Adoption,,Dog,Spayed Female,3 years,Pit Bull,Black/White
A846843,Kitt,1/9/2022 12:10,22-Jan,11/21/2018,Adoption,,Dog,Spayed Female,3 years,Pit Bull,Black/White
A846845,,11/22/2021 13:58,21-Nov,6/21/2020,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull,Brown
A846846,*Peter Pan,12/6/2021 16:02,21-Dec,6/6/2021,Adoption,,Cat,Neutered Male,6 months,Domestic Shorthair,Orange Tabby/White
A846847,Bert,11/30/2021 15:52,21-Nov,8/21/2020,Return to Owner,,Dog,Neutered Male,1 year,Labrador Retriever,Brown Brindle
A846861,Claude Monet,1/7/2022 18:00,22-Jan,11/21/2019,Transfer,Out State,Dog,Neutered Male,2 years,Anatol Shepherd/Labrador Retriever,Tan
A846879,,11/24/2021 18:28,21-Nov,9/22/2021,Transfer,Partner,Dog,Intact Male,2 months,German Shepherd Mix,Brown/Black
A846880,,11/28/2021 11:34,21-Nov,9/22/2021,Transfer,Partner,Dog,Intact Male,2 months,German Shepherd Mix,Brown/Black
A846881,,11/28/2021 11:33,21-Nov,9/22/2021,Transfer,Partner,Dog,Intact Male,2 months,German Shepherd Mix,Brown/Black
A846882,,11/24/2021 18:27,21-Nov,9/22/2021,Transfer,Partner,Dog,Intact Female,2 months,German Shepherd Mix,Brown/Black
A846883,,11/28/2021 11:33,21-Nov,9/22/2021,Transfer,Partner,Dog,Intact Female,2 months,German Shepherd Mix,Brown/Black
A846892,Ares,12/20/2021 16:14,21-Dec,3/22/2020,Adoption,,Dog,Neutered Male,1 year,Anatol Shepherd,Buff/Black
A846894,*Fizz,12/21/2021 13:56,21-Dec,5/22/2020,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Tan/White
A846896,*Barnaby,12/21/2021 17:13,21-Dec,6/22/2021,Adoption,,Cat,Spayed Female,5 months,Domestic Medium Hair Mix,White/Blue Tabby
A846897,A846897,11/29/2021 17:22,21-Nov,6/22/2021,Adoption,,Cat,Spayed Female,5 months,Domestic Medium Hair Mix,White/Blue Tabby
A846898,*Carlton,12/9/2021 17:07,21-Dec,11/22/2019,Adoption,,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby
A846899,A846899,12/1/2021 17:11,21-Dec,9/22/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A846900,Kitney Spears,11/29/2021 18:11,21-Nov,9/7/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
A846901,A846901,12/3/2021 13:19,21-Dec,9/7/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby/White
A846903,A846903,12/2/2021 17:59,21-Dec,9/7/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A846904,*Devyn,12/21/2021 16:11,21-Dec,11/22/2019,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair,Black
A846907,A846907,12/1/2021 17:12,21-Dec,9/7/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A846908,A846908,11/29/2021 17:42,21-Nov,10/1/2021,Adoption,,Dog,Neutered Male,1 month,Pit Bull,Blue/White
A846909,A846909,11/30/2021 10:29,21-Nov,9/22/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A846910,A846910,11/29/2021 17:47,21-Nov,10/1/2021,Adoption,,Dog,Spayed Female,1 month,German Shepherd,Black/Brown
A846911,*Floki,12/3/2021 14:48,21-Dec,9/22/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A846911,*Floki,3/26/2022 10:05,22-Mar,9/22/2021,Adoption,Foster,Cat,Neutered Male,6 months,Domestic Shorthair,Brown Tabby/White
A846913,A846913,11/30/2021 10:29,21-Nov,9/22/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby/White
A846915,Dash,12/9/2021 0:00,21-Dec,3/22/2020,Transfer,Snr,Cat,Unknown,1 year,Domestic Shorthair,Brown Tabby
A846916,*Cazador,11/29/2021 16:33,21-Nov,9/16/2021,Adoption,,Dog,Neutered Male,2 months,Rottweiler/Australian Cattle Dog,Black/Tricolor
A846917,Royalty,11/24/2021 10:40,21-Nov,11/22/2016,Transfer,Partner,Dog,Intact Female,5 years,Bruss Griffon,Black
A846918,,11/23/2021 8:46,21-Nov,11/22/2020,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Black
A846927,A846927,11/29/2021 16:25,21-Nov,9/22/2020,Adoption,,Cat,Neutered Male,1 year,Snowshoe Mix,Seal Point/White
A846928,Tater Tot,11/29/2021 17:23,21-Nov,6/22/2021,Adoption,,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Blue/White
A846929,A846929,11/27/2021 13:24,21-Nov,11/22/2019,Transfer,Partner,Bird,Unknown,2 years,Dove,White
A846930,A846930,12/8/2021 16:07,21-Dec,9/22/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A846931,Clark,11/29/2021 16:30,21-Nov,9/22/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Orange Tabby
A846934,*Abra,12/8/2021 11:01,21-Dec,8/28/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,White/Blue
A846935,*Cadabra,12/6/2021 17:36,21-Dec,8/29/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,White/Blue
A846936,*Riddle,12/2/2021 17:17,21-Dec,3/22/2021,Transfer,Partner,Dog,Intact Male,8 months,Labrador Retriever Mix,Black
A846937,Coffee,12/7/2021 16:15,21-Dec,11/22/2020,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/Red
A846938,Bean,1/24/2022 17:30,22-Jan,11/22/2020,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Red
A846938,Bean,12/28/2021 18:01,21-Dec,11/22/2020,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Red
A846938,Bean,1/18/2022 16:18,22-Jan,11/22/2020,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Red
A846938,Bean,3/2/2022 14:01,22-Mar,11/22/2020,Transfer,Out State,Dog,Spayed Female,1 year,German Shepherd Mix,Black/Red
A846939,*Dasher,1/7/2022 18:06,22-Jan,5/22/2021,Transfer,Out State,Dog,Neutered Male,7 months,Pit Bull Mix,Tan/White
A846939,*Dasher,12/4/2021 15:24,21-Dec,5/22/2021,Adoption,,Dog,Neutered Male,6 months,Pit Bull Mix,Tan/White
A846940,Melo,11/29/2021 17:05,21-Nov,11/22/2020,Adoption,,Dog,Spayed Female,1 year,Great Pyrenees,White
A846941,Mochi,11/24/2021 17:31,21-Nov,11/22/2020,Adoption,,Dog,Spayed Female,1 year,Great Pyrenees,White
A846943,*Pirate,12/3/2021 17:02,21-Dec,11/24/2020,Adoption,,Dog,Neutered Male,1 year,Great Pyrenees Mix,White/Tan
A846944,*Maple,12/29/2021 10:14,21-Dec,11/22/2019,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A846945,A846945,12/1/2021 17:39,21-Dec,10/4/2021,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Brown Tabby
A846946,*Tuxie,12/3/2021 12:04,21-Dec,5/4/2021,Adoption,,Dog,Spayed Female,7 months,Pit Bull Mix,Black/White
A846947,A846947,12/7/2021 17:03,21-Dec,10/4/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair,Brown Tabby
A846948,Buttons,12/2/2021 16:02,21-Dec,10/4/2021,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair,Brown Tabby
A846950,*Nermal,12/29/2021 18:29,21-Dec,5/22/2021,Adoption,,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Blue
A846954,Butter,1/15/2022 15:28,22-Jan,10/22/2020,Adoption,Foster,Dog,Neutered Male,1 year,Plott Hound Mix,Brown Brindle
A846954,Butter,12/1/2021 17:36,21-Dec,10/22/2020,Adoption,,Dog,Neutered Male,1 year,Plott Hound Mix,Brown Brindle
A846955,*Sokka,2/25/2022 10:41,22-Feb,11/22/2020,Transfer,Out State,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown Brindle/White
A846957,Cooper,11/28/2021 14:19,21-Nov,10/22/2020,Adoption,,Dog,Neutered Male,1 year,Australian Cattle Dog,Tricolor
A846961,Finn,12/6/2021 17:48,21-Dec,8/22/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A846962,Bella,11/29/2021 15:54,21-Nov,6/22/2021,Adoption,,Dog,Spayed Female,5 months,Catahoula/Border Collie,Blue Merle/White
A846963,Jj,3/22/2022 0:00,22-Mar,7/25/2015,Adoption,Foster,Cat,Neutered Male,6 years,Domestic Shorthair,Blue Tabby
A846964,Sunny,3/22/2022 15:00,22-Mar,7/25/2015,Adoption,Foster,Cat,Spayed Female,6 years,Domestic Shorthair,Orange Tabby
A846974,Charli,12/7/2021 16:29,21-Dec,11/22/2020,Adoption,,Dog,Spayed Female,1 year,Australian Shepherd/Australian Cattle Dog,Red Merle/Black
A846983,Paloma,11/30/2021 16:02,21-Nov,6/16/2021,Adoption,,Dog,Spayed Female,5 months,German Shepherd Mix,Brown
A846984,Wayne,11/29/2021 11:42,21-Nov,11/23/2016,Transfer,Partner,Dog,Intact Male,5 years,Lhasa Apso Mix,Gray
A846985,Maru,12/1/2021 17:32,21-Dec,9/23/2020,Return to Owner,,Dog,Intact Male,1 year,Akita,Orange/White
A846987,*Sophie,12/6/2021 18:23,21-Dec,6/23/2021,Adoption,,Dog,Spayed Female,5 months,Pit Bull Mix,Brown/White
A846992,Corn,11/28/2021 15:55,21-Nov,4/10/2021,Adoption,,Cat,Neutered Male,7 months,Domestic Shorthair Mix,Cream Tabby/White
A846993,Beans,11/29/2021 17:11,21-Nov,7/14/2021,Adoption,,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby/White
A847000,*Odin,1/21/2022 12:20,22-Jan,11/23/2007,Adoption,Foster,Dog,Neutered Male,14 years,Dachshund,Tan/White
A847001,Nova,12/1/2021 16:33,21-Dec,5/23/2020,Adoption,,Dog,Neutered Male,1 year,Great Pyrenees,White
A847002,*Harold,12/6/2021 13:23,21-Dec,11/23/2019,Transfer,Out State,Dog,Intact Male,2 years,Australian Cattle Dog,Red Tick
A847003,*Maude,11/30/2021 16:46,21-Nov,8/23/2019,Adoption,,Dog,Spayed Female,2 years,Australian Cattle Dog,Blue Tick
A847005,Clue,11/24/2021 10:19,21-Nov,4/24/2021,Return to Owner,,Dog,Intact Male,7 months,Pit Bull,Black
A847009,*Hawthorne,1/7/2022 18:07,22-Jan,12/23/2020,Transfer,Out State,Dog,Neutered Male,1 year,German Shepherd Mix,Black/Brown
A847010,*Jingle,7/12/2022 11:51,22-Jul,5/24/2018,Transfer,Partner,Dog,Spayed Female,4 years,American Pit Bull Terrier Mix,Black/White
A847014,Miracle,11/26/2021 11:41,21-Nov,6/23/2021,Return to Owner,,Dog,Intact Female,5 months,Rottweiler,Black/Brown
A847015,Pebo,11/26/2021 11:42,21-Nov,11/23/2020,Return to Owner,,Dog,Intact Male,1 year,Australian Cattle Dog Mix,Brown/White
A847015,Pebo,1/24/2022 15:20,22-Jan,11/23/2020,Transfer,Out State,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Brown/White
A847016,*Lily,12/14/2021 16:01,21-Dec,12/23/2020,Adoption,,Cat,Spayed Female,11 months,Domestic Shorthair Mix,Torbie
A847017,Hustler,11/29/2021 14:56,21-Nov,8/23/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A847018,,12/2/2021 18:19,21-Dec,11/23/2016,Died,In Kennel,Cat,Unknown,5 years,Domestic Shorthair,Black/White
A847019,*Maurice,12/17/2021 11:40,21-Dec,11/23/2019,Transfer,Partner,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Orange Tabby/White
A847020,*Leia,12/20/2021 12:00,21-Dec,5/24/2020,Adoption,,Dog,Spayed Female,1 year,Cardigan Welsh Corgi/Pit Bull,Brown Brindle/White
A847021,,12/1/2021 16:26,21-Dec,8/16/2021,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby/White
A847022,A847022,12/4/2021 17:48,21-Dec,8/23/2021,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair,Brown Tabby
A847023,A847023,12/3/2021 13:56,21-Dec,9/23/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair,Brown Tabby/White
A847024,*Carmine,1/29/2022 15:15,22-Jan,9/15/2021,Adoption,,Cat,Neutered Male,4 months,Domestic Medium Hair Mix,Cream Tabby
A847025,Charlie,11/27/2021 10:55,21-Nov,10/1/2021,Adoption,,Cat,Intact Male,1 month,Domestic Medium Hair Mix,Blue Tabby
A847033,Giullia,12/23/2021 12:24,21-Dec,10/23/2021,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair,Calico/White
A847034,*Pickle,12/11/2021 11:46,21-Dec,3/23/2021,Adoption,,Cat,Neutered Male,8 months,Domestic Shorthair,Brown Tabby/White
A847035,*Tofu,12/1/2021 17:05,21-Dec,11/23/2019,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair,Tan/Black
A847036,A847036,12/1/2021 11:52,21-Dec,1/30/2021,Transfer,Partner,Dog,Spayed Female,10 months,Chihuahua Shorthair,Black/Tan
A847038,,11/24/2021 16:35,21-Nov,9/24/2021,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair,Brown Tabby
A847039,A847039,11/27/2021 11:45,21-Nov,11/23/2019,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair Mix,Torbie
A847040,A847040,12/10/2021 14:00,21-Dec,12/23/2020,Transfer,Partner,Cat,Neutered Male,11 months,Domestic Shorthair Mix,Blue
A847041,Scout,12/2/2021 16:19,21-Dec,11/23/2020,Adoption,,Dog,Neutered Male,1 year,Great Pyrenees/Golden Retriever,White
A847043,A847043,12/4/2021 17:15,21-Dec,9/28/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A847044,A847044,12/6/2021 18:14,21-Dec,9/23/2021,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A847045,A847045,11/29/2021 16:17,21-Nov,9/23/2021,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
A847046,,11/24/2021 16:35,21-Nov,10/30/2021,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Medium Hair,Tortie
A847047,,11/24/2021 16:36,21-Nov,10/30/2021,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair,Torbie/White
A847048,,11/24/2021 16:36,21-Nov,10/30/2021,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair,Orange Tabby
A847050,Honey,11/27/2021 11:45,21-Nov,11/23/2020,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie
A847052,,11/29/2021 0:00,21-Nov,10/23/2021,Transfer,Partner,Dog,Intact Male,1 month,Chihuahua Shorthair,Tan
A847053,,11/29/2021 0:00,21-Nov,10/23/2021,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair,Cream
A847054,*Cranberry,11/24/2021 13:22,21-Nov,11/23/2019,Euthanasia,Suffering,Dog,Intact Female,2 years,American Bulldog,Black/White
A847055,King Von,11/24/2021 12:45,21-Nov,5/24/2020,Return to Owner,,Dog,Intact Male,1 year,Pit Bull,Brown/White
A847056,*Ruby,5/3/2022 15:45,22-May,11/24/2018,Adoption,Foster,Cat,Spayed Female,3 years,Domestic Shorthair,Black/White
A847057,,11/27/2021 15:36,21-Nov,10/9/2021,Return to Owner,,Dog,Intact Male,1 month,Maltese Mix,White
A847058,Rico,10/10/2022 15:11,22-Oct,11/24/2018,Disposal,,Dog,Neutered Male,3 years,American Bulldog,White/Blue
A847062,Chico,12/14/2021 15:51,21-Dec,11/24/2019,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair,Tricolor
A847063,Ella,11/29/2021 16:55,21-Nov,11/24/2019,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair,White/Black
A847064,Luna,12/2/2021 17:24,21-Dec,11/24/2018,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White
A847065,Mack,11/29/2021 12:29,21-Nov,11/24/2009,Return to Owner,,Dog,Intact Male,12 years,Chihuahua Shorthair,Brown
A847067,*Phyllis,12/20/2021 12:18,21-Dec,3/24/2021,Adoption,,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Black/White
A847068,Lexee,11/27/2021 11:47,21-Nov,11/24/2020,Return to Owner,,Dog,Intact Female,1 year,Scottish Terrier,Black
A847069,Kilo,12/5/2021 13:41,21-Dec,11/24/2018,Adoption,,Dog,Neutered Male,3 years,German Shepherd,Black/Brown
A847070,Jenny,11/27/2021 11:48,21-Nov,11/24/2020,Return to Owner,,Dog,Intact Female,1 year,Scottish Terrier,Black
A847071,Douglas Fur,10/31/2023 12:39,23-Oct,11/24/2018,Adoption,Foster,Dog,Neutered Male,4 years,Mastiff Mix,Tan/White
